Place, Starters, Points, Points Total, First Name, Last Name, Category, Event, Race, Date, Notes
1,34, 7,63,"Mike"	,"Henry"	,"1"	,"GPRM 2015: Het Meer CX"	,"Masters 35+ A"	,2015-09-12,""
3,10, 1,64,"Mike"	,"Henry"	,"1"	,"Junior Cross Series @Corn Cross"	,"Masters 35+ A"	,2015-09-13,""
6,41, 2,59,"Mike"	,"Henry"	,"1"	,"GPRM 2015: Zaaldercross"	,"Masters 35+ A"	,2015-09-19,""
1,23, 5,64,"Mike"	,"Henry"	,"1"	,"GPRM 2015: Ninkrossi"	,"Masters 35+ A"	,2015-09-26,""
1,23, 5,69,"Mike"	,"Henry"	,"1"	,"GPRM 2015: Heiser Farm"	,"Masters 35+ A"	,2015-10-03,""
3,88, 7,76,"Mike"	,"Henry"	,"1"	,"Alpenrose"	,"Masters 35+ A"	,2015-10-10,""
3,88, 7,83,"Mike"	,"Henry"	,"1"	,"Alpenrose"	,"Masters 35+ A"	,2015-10-11,""
6,72, 3,86,"Mike"	,"Henry"	,"1"	,"Cascade Locks"	,"Masters 35+ A"	,2015-10-18,""
6,60, 2,75,"Mike"	,"Henry"	,"1"	,"Barton Park"	,"Masters 35+ A"	,2015-11-08,""
5,75, 4,70,"Mike"	,"Henry"	,"1"	,"Portland International Raceway"	,"Masters 35+ A"	,2015-11-14,""
6,33, 2,53,"Mike"	,"Henry"	,"1"	,"GP: David Douglas CX"	,"Masters 35+ 1/2"	,2016-09-03,""
3,30, 5,56,"Mike"	,"Henry"	,"1"	,"GP: Het Meer CX"	,"Masters 35+ 1/2"	,2016-09-10,""
2,27, 6,56,"Mike"	,"Henry"	,"1"	,"GP: Zaaldercross"	,"Masters 35+ 1/2"	,2016-09-17,""
5,29, 3,51,"Mike"	,"Henry"	,"1"	,"GP: Ninkrossi"	,"Masters 35+ 1/2"	,2016-09-24,""
3,25, 3,52,"Mike"	,"Henry"	,"1"	,"Grand Prix Brad Ross - Heiser Farms"	,"Masters 35+ 1/2"	,2016-10-01,""
7,63, 2,49,"Mike"	,"Henry"	,"1"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ 1/2"	,2016-10-08,""
4,22, 2,23,"Mike"	,"Henry"	,"1"	,"GPCM: Het Meer CX"	,"Masters 35+ 1/2"	,2017-09-09,""
3,16, 3,26,"Mike"	,"Henry"	,"1"	,"Corn Cross 1"	,"Masters 35+ 1/2"	,2017-09-10,""
2,81, 8, 8,"Tanner"	,"Hensley"	,"5"	,"PIR Infield"	,"Beginner Men"	,2014-11-09,""
7,30, 1, 1,"William"	,"Henterly"	,"1/2"	,"GPTB: Double Cross"	,"Masters 35+ A"	,2012-09-15,""
3,17, 3, 4,"William"	,"Henterly"	,"1/2"	,"Fazio Farms CX p/b Ironclad "	,"Masters 35+ A"	,2012-09-29,""
6,26, 2, 2,"William"	,"Henterly"	,"1/2"	,"Blind Date at the Dairy"	,"Masters Men A 40+"	,2014-09-10,""
5,21, 1, 3,"William"	,"Henterly"	,"1/2"	,"Blind Date at the Dairy"	,"Masters Men A 40+"	,2014-09-17,""
5,23, 1, 4,"William"	,"Henterly"	,"1/2"	,"Blind Date at the Dairy"	,"Masters Men A 40+"	,2014-10-08,""
1,32, 7, 7,"Lance"	,"Heppler"	,"5"	,"GP: Het Meer CX"	,"Men 5"	,2016-09-10,""
1,31, 7,14,"Lance"	,"Heppler"	,"5"	,"Portland Trophy Cup"	,"Men 5"	,2016-09-13,""
1,25, 5,19,"Lance"	,"Heppler"	,"5"	,"Portland Trophy Cup"	,"Men 5"	,2016-09-20,""
2,78, 8, 8,"Lance"	,"Heppler"	,"4"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2016-09-21,"UPGRADED TO 4 WITH 19 POINTS"
1,43, 7,15,"Lance"	,"Heppler"	,"4"	,"GP: Ninkrossi"	,"Masters 35+ 4"	,2016-09-24,""
1,41, 7,22,"Lance"	,"Heppler"	,"4"	,"Portland Trophy Cup"	,"Masters Men 3/4"	,2016-09-27,"NEEDS UPGRADE"
4,45, 4, 4,"Lance"	,"Heppler"	,"3"	,"Grand Prix Brad Ross - Heiser Farms"	,"Masters 35+ Category 3"	,2016-10-01,"UPGRADED TO 3 WITH 22 POINTS"
1,40, 7,11,"Lance"	,"Heppler"	,"3"	,"Portland Trophy Cup"	,"Masters Men 3/4"	,2016-10-04,""
1,37, 7, 7,"Lance"	,"Heppler"	,"3"	,"Portland Trophy Cup"	,"Open Masters 3/4"	,2018-09-04,""
1,57, 7,14,"Lance"	,"Heppler"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2018-09-05,""
1,39, 7,21,"Lance"	,"Heppler"	,"3"	,"Het Meer"	,"Masters 35+ Category 3"	,2018-09-08,"NEEDS UPGRADE"
1,16, 5,26,"Lance"	,"Heppler"	,"3"	,"Corn Cross"	,"Masters 35+ Category 3"	,2018-09-09,"NEEDS UPGRADE"
2,15, 2, 2,"Lance"	,"Heppler"	,"2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-11,"UPGRADED TO 2 WITH 26 POINTS"
3,12, 1, 3,"Lance"	,"Heppler"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2018-09-12,""
2,15, 2, 5,"Lance"	,"Heppler"	,"2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-25,""
1,14, 3, 8,"Lance"	,"Heppler"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2018-09-26,""
1,13, 3,11,"Lance"	,"Heppler"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2018-10-03,""
8,81, 1, 1,"Benjamin"	,"Hermel"	,"4"	,"Blind Date at the Dairy"	,"Masters Men C 35+"	,2013-10-09,""
2,28, 6, 7,"Benjamin"	,"Hermel"	,"4"	,"Fazio Farms CX Part Deux"	,"Masters 35+ C"	,2013-11-16,""
7,34, 1, 1,"Abram"	,"Hernandez"	,"3"	,"Portland Trophy Cup"	,"Masters Men 3/4"	,2017-10-10,""
7,38, 1, 2,"Abram"	,"Hernandez"	,"3"	,"Portland Trophy Cup"	,"Open Masters 3/4"	,2018-09-11,""
7,47, 1, 3,"Abram"	,"Hernandez"	,"3"	,"Portland Trophy Cup"	,"Open Masters 3/4"	,2018-09-18,""
6,36, 2, 5,"Abram"	,"Hernandez"	,"3"	,"Ninkrossi"	,"Masters 35+ Category 3"	,2018-09-22,""
7,34, 1, 6,"Abram"	,"Hernandez"	,"3"	,"Heiser Farm"	,"Masters 35+ Category 3"	,2018-09-29,""
3,13, 1, 1,"Jason"	,"Hernandez"	,"4"	,"Santa Cross"	,"Men C"	,2014-12-06,""
4,16, 2, 2,"Carly"	,"Heron"	,"4"	,"GPTB: David Douglas CX #1"	,"Women C"	,2012-09-01,""
2,12, 4, 6,"Carly"	,"Heron"	,"4"	,"GPTB: Double Cross"	,"Women C"	,2012-09-15,""
3, 8, 1, 7,"Carly"	,"Heron"	,"4"	,"Double Cross"	,"Women C"	,2012-09-16,""
2,11, 4,11,"Carly"	,"Heron"	,"4"	,"GPTB: Zaandercross at Frenchmans Bar"	,"Women C"	,2012-09-22,""
6,22, 2,13,"Carly"	,"Heron"	,"4"	,"Battle at Barlow"	,"Women C"	,2012-09-30,""
1,10, 3,16,"Carly"	,"Heron"	,"4"	,"GPTB: Heiser Farm CX"	,"Women C"	,2012-10-06,""
2,11, 4,20,"Carly"	,"Heron"	,"4"	,"GPTB: David Douglas CX #2"	,"Women C"	,2012-10-27,"NEEDS UPGRADE"
8, ?, 0, 0,"Carly"	,"Heron"	,"3"	,"Barton Park"	,"Masters Women 35+ B"	,2012-11-04,"UPGRADED TO 3 WITH 20 POINTS"
1, 8, 3, 3,"Carly"	,"Heron"	,"3"	,"GPTB: Pedalers At The Poor Farm CX @ Edgefield"	,"Masters Women 35+ B"	,2012-11-10,""
3,14, 3, 6,"Carly"	,"Heron"	,"3"	,"PIR (Pro Paddock)"	,"Masters Women 35+ B"	,2012-11-18,""
6, ?, 0, 0,"Carly"	,"Heron"	,"2"	,"David Douglas CX #1"	,"Masters Women 35+ A"	,2013-08-31,"PREMATURELY UPGRADED TO 2 WITH 6 POINTS"
3, 8, 1, 1,"Carly"	,"Heron"	,"2"	,"Heiser Farm CX"	,"Masters Women 35+ A"	,2013-10-05,""
3, 7, 1, 2,"Carly"	,"Heron"	,"2"	,"Sandy/Boring Corn Cross"	,"Masters Women 35+ A"	,2013-11-02,""
3, 8, 1, 3,"Carly"	,"Heron"	,"2"	,"Kruger's Kermesse Farm Crit"	,"Masters Women A 35+"	,2014-08-24,""
7,36, 1, 1,"Ben"	,"Herring"	,"4"	,"Fazio Farms"	,"Masters 35+ C"	,2013-09-22,""
24, ?, 0, 0,"Ben"	,"Herring"	,"3"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters Men B 40+"	,2014-09-02,"UPGRADED TO 3 WITH 1 POINTS"
3,83, 7, 7,"Daniel"	,"Hertel"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Men 2/3"	,2016-10-08,""
2,43, 6, 6,"Nicholas"	,"Hess"	,"5"	,"Alpenrose Dairy #1"	,"Men 5"	,2017-10-07,""
4,22, 4, 4,"Naomi"	,"Hester"	,"3"	,"Deschutes Brewery"	,"Women B"	,2015-10-31,""
5,14, 1, 1,"Maria"	,"Hetland"	,"4"	,"GPRM 2015: Het Meer CX"	,"Women C"	,2015-09-12,""
4,67, 5, 5,"Peter"	,"Hettinga"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ 4"	,2016-10-15,""
5,30, 3, 8,"Peter"	,"Hettinga"	,"4"	,"Washougal CX"	,"Masters 35+ 4"	,2016-10-23,""
8,75, 1, 1,"David"	,"Hewett"	,"4"	,"GPTB: Het Meer CX Race"	,"Masters 35+ C"	,2012-09-09,""
5,58, 3, 4,"David"	,"Hewett"	,"4"	,"GPTB: Zaandercross at Frenchmans Bar"	,"Masters 35+ C"	,2012-09-22,""
2,108, 8,12,"David"	,"Hewett"	,"4"	,"Battle at Barlow"	,"Masters 35+ C"	,2012-09-30,""
6,224, 3,15,"David"	,"Hewett"	,"4"	,"Alpenrose"	,"Masters 35+ C"	,2012-10-07,""
6,160, 3,18,"David"	,"Hewett"	,"4"	,"Rainier"	,"Masters 35+ C"	,2012-10-14,""
8,218, 1,19,"David"	,"Hewett"	,"4"	,"PIR (Heron Lakes)"	,"Masters 35+ C"	,2012-10-21,""
2,126, 8,27,"David"	,"Hewett"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2012-10-27,"NEEDS UPGRADE"
60, ?, 0, 0,"David"	,"Hewett"	,"3"	,"Washington County Fair Complex"	,"Masters 35+ B"	,2012-11-11,"UPGRADED TO 3 WITH 27 POINTS"
5,38, 3, 3,"David"	,"Hewett"	,"3"	,"Battle at Barlow"	,"Masters 35+ Category 3"	,2016-09-25,""
3,53, 5, 8,"David"	,"Hewett"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ Category 3"	,2016-10-16,""
8,85, 1, 9,"David"	,"Hewett"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ Category 3"	,2016-11-06,""
5,12, 1, 1,"Olivia"	,"Hewett"	,"3/4/5"	,"Cascade Locks"	,"Junior Women 3/4/5"	,2017-10-15,""
5,13, 1, 2,"Olivia"	,"Hewett"	,"3/4/5"	,"PIR: Heron Lakes"	,"Junior Women 3/4/5"	,2017-10-22,""
5,14, 1, 3,"Olivia"	,"Hewett"	,"3/4/5"	,"Wooden Shoe"	,"Junior Women 3/4/5"	,2017-11-05,""
3,15, 3, 6,"Olivia"	,"Hewett"	,"3/4/5"	,"Barton Park"	,"Junior Women 3/4/5"	,2017-11-12,""
5,16, 1, 7,"Olivia"	,"Hewett"	,"3/4/5"	,"OBRA Championships: Kruger's Crossing Cyclocross Classic"	,"Junior Women 3/4/5"	,2017-11-19,""
1,58, 7, 7,"Wade"	,"Hewitt"	,"4"	,"GP: David Douglas CX"	,"Masters 35+ 4"	,2016-09-03,"DOWNGRADED TO 4"
1,61,10,17,"Wade"	,"Hewitt"	,"4"	,"GP: Het Meer CX"	,"Masters 35+ 4"	,2016-09-10,""
24, ?, 0, 0,"Wade"	,"Hewitt"	,"3"	,"GP: Zaaldercross"	,"Masters 35+ Category 3"	,2016-09-17,"UPGRADED TO 3 WITH 17 POINTS"
3,10, 1, 1,"Matt"	,"Hickey"	,"3"	,"Redmond Golf Cross"	,"Category B"	,2012-09-29,""
1,62,10,11,"Matt"	,"Hickey"	,"3"	,"Deschutes Brewery"	,"Category B"	,2012-10-27,""
49, ?, 0, 0,"Matt"	,"Hickey"	,"2"	,"Deschutes Brewery"	,"Category A"	,2012-10-28,"PREMATURELY UPGRADED TO 2 WITH 11 POINTS"
4,46, 4, 4,"Ryan"	,"Hieb"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2013-10-02,""
1,45, 7,11,"Ryan"	,"Hieb"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2013-10-16,""
5,16, 1, 1,"Daniel"	,"Higgens"	,"5"	,"Corn Cross 1"	,"Men 5"	,2017-09-10,""
3,33, 5, 5,"Daniel"	,"Higgins"	,"5"	,"Blind Date at the Dairy"	,"Category 5 Men"	,2017-09-20,""
6,36, 2, 7,"Daniel"	,"Higgins"	,"5"	,"Blind Date at the Dairy"	,"Category 5 Men"	,2017-10-11,""
5,60, 3,10,"Daniel"	,"Higgins"	,"5"	,"OBRA Championships: Kruger's Crossing Cyclocross Classic"	,"Men 5"	,2017-11-19,""
64, ?, 0, 0,"Daniel"	,"Higgins"	,"4"	,"Cascade Locks"	,"Masters 35+ 4"	,2018-10-28,"UPGRADED TO 4 WITH 3 POINTS"
4,21, 4, 4,"Jacinta"	,"Higgins"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2018-09-25,""
2,24, 6,10,"Jacinta"	,"Higgins"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2018-10-02,""
4,38, 4,14,"Jacinta"	,"Higgins"	,"5"	,"PIR Heron Lakes"	,"Women 5"	,2018-10-14,""
6,36, 2,16,"Jacinta"	,"Higgins"	,"5"	,"Deschutes Brewery Day 2"	,"Women 5"	,2018-11-04,""
1,20, 5,21,"Jacinta"	,"Higgins"	,"5"	,"Barton Park"	,"Women 5"	,2018-11-18,"NEEDS UPGRADE"
2,11, 4, 4,"Bridget"	,"Hildreth"	,"5"	,"GPRM 2015: Zaaldercross"	,"Beginner Women"	,2015-09-19,"DOWNGRADED TO 5"
4,21, 4, 4,"Darragh"	,"Hildreth"	,"3"	,"Alpenrose Dairy #2"	,"Women 3"	,2017-10-08,""
4,12, 2, 6,"Darragh"	,"Hildreth"	,"3"	,"Bend"	,"Women 3"	,2017-10-28,""
3,17, 3, 9,"Darragh"	,"Hildreth"	,"3"	,"Bend"	,"Women 3"	,2017-10-29,""
2, ?, 0, 0,"Darragh"	,"Hildreth"	,"2"	,"MBSEF Thrilla Cyclocross Series"	,"Category 1/2 Women"	,2018-09-20,"PREMATURELY UPGRADED TO 2 WITH 9 POINTS"
6,29, 2, 2,"Darragh"	,"Hildreth"	,"2"	,"Alpenrose Dairy Day 1"	,"Women 2/3"	,2018-10-06,""
5,18, 1, 3,"Darragh"	,"Hildreth"	,"2"	,"Alpenrose Dairy Day 2"	,"Women 2/3"	,2018-10-07,""
1,23, 7,10,"Darragh"	,"Hildreth"	,"2"	,"Deschutes Brewery Day 1"	,"Women 2/3"	,2018-11-03,""
3,19, 3,13,"Darragh"	,"Hildreth"	,"2"	,"Deschutes Brewery Day 2"	,"Women 2/3"	,2018-11-04,""
6,51, 2, 2,"Jason"	,"Hill"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2012-09-19,""
2,31, 6, 8,"Jason"	,"Hill"	,"4"	,"GPTB: Zaandercross at Frenchmans Bar"	,"Category C"	,2012-09-22,""
2,79, 8,16,"Jason"	,"Hill"	,"4"	,"Rainier"	,"Category C"	,2012-10-14,""
1,18, 5,21,"Jason"	,"Hill"	,"4"	,"Canby Cross-Word CX Challenge"	,"Category C"	,2012-10-20,"NEEDS UPGRADE"
28, ?, 0, 0,"Jason"	,"Hill"	,"3"	,"Deschutes Brewery"	,"Category B"	,2012-10-27,"UPGRADED TO 3 WITH 21 POINTS"
1, 7, 3, 3,"Rebecca"	,"Hillary"	,"5"	,"Canby Cross-Word CX Challenge"	,"Beginner Women"	,2012-11-03,""
28, ?, 0, 0,"Rebecca"	,"Hillary"	,"4"	,"Washington County Fair Complex"	,"Women C"	,2012-11-11,"UPGRADED TO 4 WITH 3 POINTS"
5,12, 1, 1,"Rebecca"	,"Hillary"	,"4"	,"Blind Date at the Dairy"	,"Women C"	,2015-09-16,""
1,14, 5, 6,"Rebecca"	,"Hillary"	,"4"	,"GP: David Douglas CX"	,"Women 4"	,2016-09-03,""
2,20, 4,10,"Rebecca"	,"Hillary"	,"4"	,"Blind Date at the Dairy"	,"Women Category 4"	,2016-09-07,""
4,14, 2,11,"Rebecca"	,"Hillary"	,"4"	,"GP: Ninkrossi"	,"Women 4"	,2016-09-24,""
5,12, 1,12,"Rebecca"	,"Hillary"	,"4"	,"Battle at Barlow"	,"Women 4"	,2016-09-25,""
3,25, 5,17,"Rebecca"	,"Hillary"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Women 4"	,2016-10-15,""
2, 6, 2,19,"Rebecca"	,"Hillary"	,"4"	,"Washougal CX"	,"Women 4"	,2016-10-23,""
3,32, 5,24,"Rebecca"	,"Hillary"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Women 4"	,2016-11-06,"NEEDS UPGRADE"
7, ?, 0, 0,"Rebecca"	,"Hillary"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Masters Women 35+ 3"	,2016-11-13,"UPGRADED TO 3 WITH 24 POINTS"
1, 8, 3, 3,"Rebecca"	,"Hillary"	,"3"	,"GPCM: DDCX"	,"Masters Women 35+ 3"	,2017-09-02,""
5,13, 1, 4,"Rebecca"	,"Hillary"	,"3"	,"GPCM: Het Meer CX"	,"Masters Women 35+ 3"	,2017-09-09,""
4,16, 2, 6,"Rebecca"	,"Hillary"	,"3"	,"Blind Date at the Dairy"	,"Women 3"	,2017-09-13,""
4,13, 2, 8,"Rebecca"	,"Hillary"	,"3"	,"GPCM: Zaaldercross"	,"Masters Women 35+ 3"	,2017-09-16,""
5,17, 1, 9,"Rebecca"	,"Hillary"	,"3"	,"Portland Trophy Cup"	,"Women 3/4"	,2017-09-19,""
1,10, 3,12,"Rebecca"	,"Hillary"	,"3"	,"GPCM: NINKROSSI"	,"Masters Women 35+ 3"	,2017-09-23,""
2,19, 4,16,"Rebecca"	,"Hillary"	,"3"	,"PIR: Heron Lakes"	,"Masters Women 35+ 3"	,2017-10-22,""
2, 6, 2,18,"Rebecca"	,"Hillary"	,"3"	,"GPCM: Luscher Farm Crosstoberfest "	,"Masters Women 35+ 3"	,2017-10-28,""
2,15, 4,22,"Rebecca"	,"Hillary"	,"3"	,"Wooden Shoe"	,"Masters Women 35+ 3"	,2017-11-05,"NEEDS UPGRADE"
2, ?, 0, 0,"Rebecca"	,"Hillary"	,"2"	,"Corn Cross 2"	,"Masters Women 35+ 1/2"	,2017-11-11,"UPGRADED TO 2 WITH 22 POINTS"
2, 8, 2, 2,"Spencer"	,"Hills"	,"5"	,"Cross Crush at Red Lily Vineyards"	,"Junior Beginner Men"	,2015-10-18,""
1, 8, 3, 5,"Spencer"	,"Hills"	,"5"	,"Cross Crush at Red Lily Vineyards"	,"Junior Beginner Men"	,2015-10-25,""
5,14, 1, 1,"julia"	,"himmelstein"	,"5"	,"Blind Date at the Dairy"	,"Beginner Women"	,2014-09-24,""
4,26, 4, 5,"julia"	,"himmelstein"	,"5"	,"WA County Fairgrounds"	,"Beginner Women"	,2014-10-26,""
5,24, 1, 1,"Michael"	,"Hinds"	,"5"	,"GPCM: NINKROSSI"	,"Men 5"	,2017-09-23,""
5,61, 4, 4,"Jonathon"	,"Hinkle"	,"4"	,"Kruger's Kermesse Farm Crit"	,"Masters Men C 35+"	,2015-08-30,""
1,63,10,14,"Jonathon"	,"Hinkle"	,"4"	,"GPRM 2015: DDCX"	,"Masters Men 35+ C"	,2015-09-05,""
11, ?, 0, 0,"Jonathon"	,"Hinkle"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 40+"	,2015-09-16,"UPGRADED TO 3 WITH 14 POINTS"
7,31, 1, 1,"Jonathon"	,"Hinkle"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 40+"	,2015-09-23,""
1,24, 5, 6,"Jonathon"	,"Hinkle"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 40+"	,2015-09-30,""
3,29, 5,11,"Jonathon"	,"Hinkle"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 40+"	,2015-10-07,""
3,122, 7,18,"Jonathon"	,"Hinkle"	,"3"	,"Alpenrose"	,"Masters 35+ B"	,2015-10-10,""
5,96, 4,22,"Jonathon"	,"Hinkle"	,"3"	,"Alpenrose"	,"Masters 35+ B"	,2015-10-11,"NEEDS UPGRADE"
8, ?, 0, 0,"Jonathon"	,"Hinkle"	,"2"	,"Blind Date at the Dairy"	,"Masters Men A 40+"	,2015-10-14,"UPGRADED TO 2 WITH 22 POINTS"
5,18, 1, 1,"Jonathon"	,"Hinkle"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2016-09-28,""
4,17, 2, 3,"Jonathon"	,"Hinkle"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2016-10-05,""
1,21, 5, 5,"Forrest"	,"Hirsh"	,"4"	,"Twilight Cyclocross"	,"Men 4/5"	,2017-09-12,""
1, 7, 3, 3,"Allison"	,"Hively"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Women 5"	,2016-08-31,""
7,79, 2, 2,"brian"	,"Hobelman"	,"4"	,"Rainier"	,"Category C"	,2012-10-14,""
40, ?, 0, 0,"brian"	,"Hobelman"	,"3"	,"Deschutes Brewery"	,"Category B"	,2012-10-27,"UPGRADED TO 3 WITH 2 POINTS"
7,38, 1, 1,"Jason"	,"Hobson"	,"3"	,"Double Cross"	,"Masters 35+ B"	,2012-09-16,""
6,32, 2, 2,"Will"	,"Hockett"	,"5"	,"Portland Trophy Cup"	,"Beginner Men"	,2017-10-03,""
2,51, 6, 8,"Will"	,"Hockett"	,"5"	,"Wooden Shoe"	,"Men 5"	,2017-11-05,""
1,26, 7, 7,"Lucy"	,"Hodson"	,"5"	,"Cascade Locks"	,"Beginner Women"	,2015-10-18,""
3,23, 5,12,"Lucy"	,"Hodson"	,"5"	,"Deschutes Brewery"	,"Beginner Women"	,2015-10-31,""
2,15, 4,16,"Lucy"	,"Hodson"	,"5"	,"Deschutes Brewery"	,"Beginner Women"	,2015-11-01,""
4,21, 4,20,"Lucy"	,"Hodson"	,"5"	,"Barton Park"	,"Beginner Women"	,2015-11-08,"NEEDS UPGRADE"
2,19, 4,24,"Lucy"	,"Hodson"	,"5"	,"Portland International Raceway"	,"Beginner Women"	,2015-11-14,"NEEDS UPGRADE"
2,28, 6,30,"Lucy"	,"Hodson"	,"5"	,"Portland International Raceway"	,"Beginner Women"	,2015-11-15,"NEEDS UPGRADE"
3,12, 3, 3,"Lucy"	,"Hodson"	,"4"	,"OBRA Cyclocross Championships p/b City of Sandy"	,"Women C"	,2015-11-21,"UPGRADED TO 4 WITH 30 POINTS"
4,11, 2, 5,"Lucy"	,"Hodson"	,"4"	,"Kruger's Crossing CX"	,"Women C"	,2015-11-22,""
2,12, 4, 9,"Lucy"	,"Hodson"	,"4"	,"GP: David Douglas CX"	,"Junior Women 3/4/5"	,2016-09-03,""
3,20, 3,12,"Lucy"	,"Hodson"	,"4"	,"Blind Date at the Dairy"	,"Women Category 4"	,2016-09-07,""
1,11, 5,17,"Lucy"	,"Hodson"	,"4"	,"GP: Het Meer CX"	,"Junior Women 3/4/5"	,2016-09-10,""
2,11, 4,21,"Lucy"	,"Hodson"	,"4"	,"GP: Het Meer CX"	,"Women 4"	,2016-09-10,"NEEDS UPGRADE"
1, 8, 3, 3,"Lucy"	,"Hodson"	,"3"	,"Corn Cross"	,"Junior Women 3/4/5"	,2016-09-11,"UPGRADED TO 3 WITH 21 POINTS"
2,18, 0, 3,"Lucy"	,"Hodson"	,"3"	,"Blind Date at the Dairy"	,"Women Category 4"	,2016-09-14,"NO POINTS FOR RACING BELOW CATEGORY"
1,12, 5, 8,"Lucy"	,"Hodson"	,"3"	,"GP: Zaaldercross"	,"Junior Women 3/4/5"	,2016-09-17,""
3,12, 0, 8,"Lucy"	,"Hodson"	,"3"	,"GP: Zaaldercross"	,"Women 4"	,2016-09-17,"NO POINTS FOR RACING BELOW CATEGORY"
1,17, 5,13,"Lucy"	,"Hodson"	,"3"	,"GP: Ninkrossi"	,"Junior Women 3/4/5"	,2016-09-24,""
2,14, 0,13,"Lucy"	,"Hodson"	,"3"	,"GP: Ninkrossi"	,"Women 4"	,2016-09-24,"NO POINTS FOR RACING BELOW CATEGORY"
1, 6, 3,16,"Lucy"	,"Hodson"	,"3"	,"Battle at Barlow"	,"Junior Women 3/4/5"	,2016-09-25,""
4,12, 0,16,"Lucy"	,"Hodson"	,"3"	,"Blind Date at the Dairy"	,"Women Category 4"	,2016-09-28,"NO POINTS FOR RACING BELOW CATEGORY"
3,13, 3,19,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-08,""
2,12, 4,23,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-09,"NEEDS UPGRADE"
1,10, 3,26,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-15,"NEEDS UPGRADE"
1,12, 5,31,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-16,"NEEDS UPGRADE"
2,16, 4,35,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-29,"NEEDS UPGRADE"
1,16, 5,40,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-10-30,"NEEDS UPGRADE"
4,22, 4,44,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-11-06,"NEEDS UPGRADE"
2,13, 4,48,"Lucy"	,"Hodson"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Junior Women 3/4/5"	,2016-11-13,"NEEDS UPGRADE"
2,14, 4,52,"Lucy"	,"Hodson"	,"3"	,"OBRA State Champs at Corn Cross"	,"Junior Women 3/4/5"	,2016-11-19,"NEEDS UPGRADE"
5,57, 3, 3,"Nick"	,"Hodson"	,"4"	,"GPTB: Pedalers At The Poor Farm CX @ Edgefield"	,"Masters 35+ C"	,2012-11-10,""
5,46, 3, 6,"Nick"	,"Hodson"	,"4"	,"Kruger's Crossing Cyclocross Classic"	,"Masters 35+ C"	,2012-11-17,""
5,179, 4,10,"Nick"	,"Hodson"	,"4"	,"PIR (Pro Paddock)"	,"Masters 35+ C"	,2012-11-18,""
2,33, 6,16,"Nick"	,"Hodson"	,"4"	,"Kruger's Kermesse Farm Dirt Crit"	,"Masters Men C 35+"	,2013-05-19,""
5,58, 3,19,"Nick"	,"Hodson"	,"4"	,"Het Meer CX Race"	,"Masters 35+ C"	,2013-09-07,""
